sport_type,day_of_week,start_hour,price,month,is_weekend,previous_booking_count,field_capacity,demand_level
pickleball,2,19,290000,6,0,11,6,MEDIUM
tennis,4,10,430000,9,0,10,8,LOW
bóng rổ,2,9,450000,2,0,12,16,LOW
bóng đá,4,17,610000,6,0,15,14,HIGH
cầu lông,5,9,170000,2,1,8,4,LOW
bóng rổ,2,14,360000,1,0,10,16,LOW
pickleball,1,20,220000,5,0,18,2,HIGH
bóng đá,1,17,650000,10,0,14,14,MEDIUM
cầu lông,6,11,200000,12,1,13,4,MEDIUM
pickleball,1,20,260000,6,0,16,4,HIGH
tennis,1,21,360000,10,0,10,2,LOW
bóng rổ,1,18,460000,5,0,14,12,MEDIUM
tennis,2,11,430000,3,0,7,2,LOW
cầu lông,3,19,240000,8,0,14,4,HIGH
cầu lông,0,20,160000,11,0,12,8,MEDIUM
cầu lông,4,6,180000,8,0,11,6,LOW
cầu lông,0,20,190000,8,0,17,4,MEDIUM
bóng đá,4,7,770000,11,0,17,14,MEDIUM
bóng rổ,0,19,430000,3,0,7,10,LOW
pickleball,0,19,230000,6,0,12,8,HIGH
tennis,3,18,450000,5,0,7,4,LOW
pickleball,4,10,200000,7,0,12,8,MEDIUM
bóng đá,4,18,820000,1,0,19,12,HIGH
cầu lông,3,13,170000,1,0,6,4,LOW
cầu lông,0,16,190000,1,0,8,4,LOW
pickleball,5,11,260000,6,1,17,4,HIGH
bóng rổ,5,7,430000,2,1,9,10,MEDIUM
bóng đá,6,16,850000,6,1,19,18,HIGH
pickleball,1,13,280000,11,0,11,8,LOW
bóng đá,2,20,580000,7,0,16,14,HIGH
cầu lông,4,18,190000,11,0,11,4,MEDIUM
pickleball,4,10,300000,8,0,14,4,MEDIUM
pickleball,2,7,280000,9,0,15,8,MEDIUM
pickleball,5,20,280000,12,1,23,4,HIGH
pickleball,5,20,280000,7,1,18,4,HIGH
pickleball,3,10,260000,6,0,5,2,LOW
bóng đá,4,18,610000,5,0,10,18,MEDIUM
tennis,1,18,370000,8,0,16,4,HIGH
bóng rổ,2,19,500000,3,0,8,12,MEDIUM
bóng đá,6,20,680000,6,1,23,16,HIGH
tennis,1,19,450000,6,0,8,6,MEDIUM
bóng đá,2,9,790000,5,0,6,14,LOW
bóng rổ,0,17,570000,12,0,11,12,MEDIUM
tennis,1,20,450000,7,0,12,2,MEDIUM
pickleball,2,10,220000,12,0,9,4,LOW
pickleball,1,9,190000,6,0,8,2,LOW
tennis,4,20,450000,9,0,7,6,LOW
bóng đá,2,18,830000,2,0,15,14,HIGH
tennis,5,8,470000,8,1,14,2,MEDIUM
bóng đá,6,20,720000,10,1,24,12,HIGH
bóng đá,4,9,830000,12,0,14,14,MEDIUM
bóng rổ,3,11,380000,10,0,11,12,MEDIUM
tennis,4,11,420000,9,0,6,4,LOW
pickleball,0,20,270000,7,0,11,8,MEDIUM
bóng đá,5,20,910000,2,1,28,18,HIGH
bóng rổ,6,20,590000,6,1,20,16,HIGH
cầu lông,1,14,140000,12,0,5,4,LOW
bóng đá,6,21,760000,1,1,20,14,HIGH
pickleball,0,9,230000,4,0,7,2,LOW
bóng rổ,0,18,520000,8,0,14,14,MEDIUM
bóng đá,1,19,700000,3,0,17,14,MEDIUM
pickleball,2,8,200000,6,0,9,4,LOW
cầu lông,6,6,180000,10,1,12,4,MEDIUM
cầu lông,3,20,230000,7,0,12,4,MEDIUM
tennis,2,21,320000,5,0,11,4,MEDIUM
cầu lông,3,16,150000,3,0,6,8,LOW
cầu lông,6,20,170000,9,1,16,4,HIGH
tennis,2,13,300000,8,0,8,4,LOW
bóng đá,3,20,610000,10,0,19,14,HIGH
bóng đá,0,8,780000,4,0,11,14,MEDIUM
bóng rổ,3,9,390000,11,0,8,12,LOW
tennis,5,8,450000,2,1,13,4,MEDIUM
bóng đá,3,17,810000,3,0,14,14,MEDIUM
cầu lông,5,11,220000,3,1,8,8,LOW
cầu lông,5,16,190000,11,1,9,6,MEDIUM
pickleball,1,13,190000,5,0,18,4,HIGH
bóng rổ,5,17,510000,12,1,10,12,MEDIUM
bóng đá,5,21,590000,1,1,18,14,HIGH
pickleball,5,19,330000,7,1,19,4,HIGH
pickleball,3,18,300000,1,0,13,4,MEDIUM
bóng đá,2,19,660000,3,0,14,12,HIGH
bóng rổ,2,14,420000,12,0,4,10,LOW
cầu lông,5,17,210000,1,1,21,4,HIGH
pickleball,4,16,290000,7,0,9,6,LOW
cầu lông,4,19,170000,1,0,16,4,HIGH
bóng đá,2,17,580000,6,0,14,14,HIGH
cầu lông,5,10,240000,8,1,16,8,MEDIUM
bóng rổ,1,15,480000,3,0,3,12,LOW
pickleball,3,11,260000,8,0,9,4,MEDIUM
bóng rổ,6,19,540000,12,1,18,14,HIGH
bóng đá,0,20,700000,5,0,19,14,HIGH
pickleball,2,9,280000,12,0,14,4,MEDIUM
bóng rổ,1,19,530000,7,0,11,10,LOW
bóng đá,4,18,600000,11,0,15,16,HIGH
bóng đá,5,19,630000,8,1,28,18,HIGH
tennis,0,10,400000,11,0,4,2,LOW
pickleball,4,7,230000,2,0,9,2,LOW
cầu lông,0,15,140000,9,0,6,4,LOW
cầu lông,3,17,240000,8,0,10,4,MEDIUM
cầu lông,1,10,210000,10,0,7,8,LOW
bóng đá,1,17,630000,8,0,12,12,MEDIUM
bóng đá,5,9,800000,6,1,13,14,MEDIUM
bóng đá,5,10,860000,11,1,14,12,MEDIUM
bóng đá,1,6,530000,2,0,7,16,LOW
bóng rổ,0,21,460000,5,0,12,10,MEDIUM
cầu lông,2,14,160000,6,0,11,4,MEDIUM
bóng đá,3,16,630000,11,0,13,16,MEDIUM
tennis,4,19,390000,7,0,10,8,MEDIUM
bóng rổ,2,16,400000,4,0,6,16,LOW
tennis,1,19,350000,12,0,9,8,MEDIUM
pickleball,6,18,250000,12,1,20,6,HIGH
bóng đá,6,16,670000,9,1,10,14,MEDIUM
tennis,0,16,300000,12,0,10,6,LOW
tennis,0,21,450000,8,0,15,2,MEDIUM
pickleball,4,8,250000,2,0,9,8,LOW
bóng đá,6,18,890000,4,1,15,18,HIGH
bóng rổ,5,20,420000,9,1,9,16,MEDIUM
bóng đá,3,19,700000,8,0,23,12,HIGH
bóng đá,1,8,680000,8,0,15,18,HIGH
pickleball,0,20,210000,3,0,10,4,MEDIUM
pickleball,3,13,220000,10,0,3,8,LOW
bóng rổ,0,17,420000,2,0,7,12,LOW
pickleball,2,14,280000,3,0,5,8,LOW
bóng đá,0,21,620000,8,0,17,12,HIGH
bóng đá,6,10,610000,2,1,16,14,HIGH
bóng đá,1,20,590000,1,0,17,14,HIGH
pickleball,5,17,270000,2,1,11,2,MEDIUM
bóng đá,0,10,760000,10,0,15,16,MEDIUM
tennis,0,11,330000,3,0,4,4,LOW
bóng đá,6,6,740000,9,1,13,14,MEDIUM
bóng rổ,3,17,490000,7,0,8,10,LOW
bóng đá,4,11,810000,10,0,6,14,LOW
pickleball,4,19,210000,2,0,15,4,HIGH
cầu lông,6,19,250000,12,1,20,8,HIGH
cầu lông,5,9,170000,7,1,9,4,MEDIUM
pickleball,6,19,260000,5,1,18,8,HIGH
bóng đá,3,20,650000,2,0,11,12,LOW
pickleball,5,10,210000,11,1,11,4,MEDIUM
tennis,0,7,420000,12,0,14,4,LOW
bóng rổ,0,20,460000,12,0,17,10,MEDIUM
bóng rổ,4,17,430000,9,0,11,12,LOW
cầu lông,4,20,220000,2,0,10,4,MEDIUM
tennis,6,17,480000,9,1,12,2,MEDIUM
bóng rổ,6,18,570000,5,1,18,12,HIGH
bóng rổ,1,15,390000,1,0,6,12,LOW
cầu lông,0,15,220000,11,0,9,4,LOW
tennis,1,19,360000,10,0,14,2,MEDIUM
cầu lông,4,18,220000,8,0,13,4,MEDIUM
cầu lông,4,19,230000,4,0,10,4,MEDIUM
bóng đá,0,18,730000,2,0,14,12,MEDIUM
tennis,5,18,480000,11,1,18,8,HIGH
bóng rổ,3,13,510000,6,0,4,12,LOW
cầu lông,4,13,180000,12,0,5,4,LOW
pickleball,0,11,200000,2,0,9,4,LOW
bóng đá,3,9,710000,9,0,13,14,MEDIUM
cầu lông,4,20,230000,6,0,13,6,MEDIUM
bóng đá,4,19,780000,10,0,18,14,MEDIUM
cầu lông,5,10,180000,7,1,7,4,MEDIUM
tennis,5,19,420000,11,1,13,6,HIGH
bóng rổ,2,11,370000,6,0,9,12,LOW
tennis,5,19,380000,10,1,13,2,MEDIUM
pickleball,3,19,240000,4,0,14,8,MEDIUM
bóng đá,5,17,760000,11,1,22,18,HIGH
bóng đá,5,18,910000,4,1,27,16,HIGH
cầu lông,5,18,190000,7,1,8,2,MEDIUM
cầu lông,1,15,210000,6,0,6,4,LOW
pickleball,0,6,260000,9,0,7,6,LOW
bóng đá,5,20,840000,1,1,20,14,HIGH
bóng rổ,4,17,500000,7,0,13,12,MEDIUM
cầu lông,5,19,200000,11,1,19,4,HIGH
bóng rổ,0,9,420000,5,0,2,10,LOW
cầu lông,2,17,180000,3,0,16,2,MEDIUM
cầu lông,3,15,210000,5,0,14,4,MEDIUM
bóng đá,3,17,740000,5,0,20,14,HIGH
bóng đá,5,17,780000,5,1,24,18,HIGH
cầu lông,4,19,190000,2,0,10,6,MEDIUM
bóng rổ,3,15,480000,10,0,11,14,LOW
bóng đá,2,13,710000,11,0,10,16,LOW
bóng rổ,5,8,550000,11,1,9,12,MEDIUM
cầu lông,4,17,180000,9,0,14,8,MEDIUM
tennis,3,16,350000,4,0,8,4,LOW
bóng rổ,0,6,520000,4,0,5,12,LOW
bóng rổ,3,10,400000,1,0,13,12,MEDIUM
pickleball,1,16,250000,12,0,4,8,LOW
bóng rổ,2,18,560000,1,0,9,12,LOW
cầu lông,5,15,200000,8,1,11,6,MEDIUM
bóng đá,3,10,640000,2,0,13,14,LOW
bóng rổ,5,20,580000,5,1,12,12,MEDIUM
cầu lông,6,18,250000,3,1,18,8,HIGH
bóng đá,6,19,810000,6,1,19,12,HIGH
cầu lông,3,17,160000,4,0,6,6,LOW
tennis,0,16,380000,1,0,4,4,LOW
bóng rổ,1,18,500000,7,0,15,14,MEDIUM
bóng rổ,4,16,410000,5,0,11,12,MEDIUM
bóng rổ,3,19,550000,9,0,19,14,HIGH
cầu lông,2,8,190000,10,0,7,6,LOW
pickleball,1,17,280000,4,0,8,4,MEDIUM
cầu lông,1,8,190000,4,0,6,8,LOW
bóng đá,4,17,860000,9,0,13,14,MEDIUM
bóng đá,5,9,840000,11,1,9,14,MEDIUM
bóng rổ,1,14,400000,8,0,8,12,LOW
bóng đá,6,7,760000,9,1,10,14,MEDIUM
bóng rổ,2,20,510000,10,0,12,12,MEDIUM
cầu lông,2,17,200000,11,0,9,4,LOW
bóng đá,3,6,550000,9,0,10,14,MEDIUM
bóng rổ,3,15,370000,3,0,8,14,LOW
cầu lông,2,19,230000,9,0,11,4,LOW
tennis,6,7,450000,11,1,9,4,LOW
cầu lông,5,18,230000,6,1,19,2,HIGH
tennis,5,16,430000,8,1,8,8,LOW
pickleball,4,8,250000,2,0,7,6,MEDIUM
pickleball,4,20,300000,9,0,9,4,LOW
pickleball,2,20,260000,6,0,13,6,MEDIUM
bóng đá,4,15,760000,11,0,12,14,MEDIUM
bóng đá,1,19,690000,4,0,23,14,HIGH
pickleball,1,21,280000,11,0,14,4,MEDIUM
bóng đá,2,15,750000,11,0,14,12,MEDIUM
bóng đá,3,9,630000,5,0,10,18,MEDIUM
tennis,1,9,290000,5,0,3,6,LOW
cầu lông,0,14,210000,9,0,8,2,LOW
cầu lông,4,11,210000,12,0,10,4,MEDIUM
cầu lông,5,19,230000,6,1,11,4,MEDIUM
bóng đá,4,15,660000,9,0,15,18,MEDIUM
bóng đá,3,15,600000,4,0,10,16,LOW
bóng rổ,1,19,520000,9,0,10,10,MEDIUM
bóng rổ,1,6,450000,12,0,10,12,LOW
cầu lông,6,16,180000,2,1,10,4,MEDIUM
pickleball,6,16,260000,3,1,14,8,MEDIUM
cầu lông,5,21,220000,1,1,21,8,HIGH
cầu lông,1,19,160000,6,0,10,2,MEDIUM
bóng đá,1,9,820000,11,0,8,18,LOW
tennis,2,19,440000,1,0,10,2,MEDIUM
tennis,1,14,410000,1,0,5,8,LOW
pickleball,3,14,290000,11,0,10,8,LOW
cầu lông,5,20,190000,1,1,19,4,HIGH
cầu lông,3,19,160000,8,0,10,2,MEDIUM
bóng đá,1,18,590000,10,0,19,14,HIGH
cầu lông,0,16,150000,4,0,10,4,LOW
bóng rổ,5,16,380000,1,1,9,16,LOW
cầu lông,6,7,180000,4,1,13,4,MEDIUM
bóng đá,6,9,660000,10,1,14,18,MEDIUM
bóng đá,3,19,800000,10,0,18,14,HIGH
pickleball,5,21,300000,6,1,10,2,MEDIUM
bóng đá,1,19,680000,1,0,17,14,HIGH
tennis,2,19,320000,3,0,10,8,MEDIUM
cầu lông,1,16,230000,6,0,9,6,LOW
cầu lông,0,19,220000,9,0,12,4,MEDIUM
bóng đá,6,16,670000,7,1,17,14,HIGH
bóng đá,2,14,630000,9,0,10,18,MEDIUM
pickleball,0,17,300000,11,0,16,2,MEDIUM
cầu lông,1,19,220000,10,0,7,4,LOW
pickleball,0,8,300000,3,0,4,4,LOW
bóng đá,3,14,610000,1,0,12,12,MEDIUM
pickleball,0,9,280000,4,0,7,4,LOW
cầu lông,1,9,160000,12,0,15,6,MEDIUM
bóng đá,3,19,710000,4,0,27,14,HIGH
tennis,3,8,320000,12,0,5,4,LOW
cầu lông,5,14,180000,9,1,12,6,MEDIUM
tennis,6,16,360000,2,1,6,4,LOW
cầu lông,5,17,210000,8,1,18,4,HIGH
pickleball,6,18,330000,4,1,16,4,HIGH
tennis,4,19,470000,11,0,0,4,LOW
bóng đá,5,19,790000,9,1,13,16,HIGH
bóng đá,3,9,820000,11,0,11,18,LOW
bóng đá,4,13,540000,6,0,16,14,HIGH
bóng đá,2,16,830000,1,0,5,16,LOW
bóng rổ,5,19,450000,10,1,15,10,HIGH
bóng đá,4,14,690000,4,0,11,16,LOW
bóng đá,1,18,730000,2,0,17,14,HIGH
bóng đá,6,16,850000,7,1,20,14,HIGH
bóng đá,4,9,720000,6,0,11,14,MEDIUM
pickleball,6,20,320000,3,1,19,8,HIGH
bóng đá,4,11,800000,1,0,12,12,MEDIUM
bóng đá,5,9,860000,4,1,13,16,MEDIUM
tennis,1,18,320000,9,0,11,4,MEDIUM
pickleball,6,16,320000,1,1,12,6,MEDIUM
bóng đá,1,20,580000,9,0,17,14,HIGH
